1	0.008829682858453857
2	0.010187477339059114
3	0.00935133595743941
4	0.013874854271610578
5	0.0143870923978587
6	0.009418856197347244
7	0.011788738736261925
8	0.0118508856329653
9	0.013090410683717992
10	0.017659974491430655
11	0.011752104541907707
12	0.01048577307826943
13	0.012469633482396603
14	0.008708209161543183
15	0.011568627630670866
16	0.00963496028756102
17	0.012310559550921122
18	0.012222117175244622
19	0.012337676301184628
20	0.01300717026202215
21	0.014146144294904338
22	0.013832237416257461
23	0.010636096354573965
24	0.01145660158039795
25	0.010054906261050038
26	0.012331800638801522
27	0.011245809702409638
28	0.007316056535475784
29	0.009686159953061078
30	0.01222361945029762
31	0.014051988462193144
32	0.010350044609771835
33	0.014484195556077693
34	0.014080906079875099
35	0.014063898629198471
36	0.01145358228435119
37	0.013084017982085546
38	0.010645805288934045
39	0.010969337903791003
40	0.010133436053163476
41	0.009034054405573342
42	0.009920413398908244
43	0.009400398625681797
44	0.014083069076554643
45	0.01193050393420789
46	0.011879971043931114
47	0.011827895676510202
48	0.010881245653662417
49	0.009344961856388383
50	0.014082080374161402
